BOARD SERIAL NUMBER: 14d0f0dda5b2ed118ecd4faca7669f5d
USB SERIAL PORT: /dev/cu.usbserial-120
timestamp,sensor_name,depth,depth_units,VWC,raw_line
2026-05-01T15:55:31,sensor_2,9,inch,0.110538,"Status code: 0; addr = 0; vwcRaw: 2078.209961; temp: 28.500000; ec: 32; vwcPercentMineralizedSoils: 0.110538"
2026-05-01T15:55:39,sensor_2,9,inch,0.110774,"Status code: 0; addr = 0; vwcRaw: 2078.820068; temp: 28.500000; ec: 31; vwcPercentMineralizedSoils: 0.110774"
2026-05-01T15:55:46,sensor_2,9,inch,0.110743,"Status code: 0; addr = 0; vwcRaw: 2078.739990; temp: 28.500000; ec: 32; vwcPercentMineralizedSoils: 0.110743"
2026-05-01T15:55:54,sensor_2,9,inch,0.111123,"Status code: 0; addr = 0; vwcRaw: 2079.719971; temp: 28.500000; ec: 31; vwcPercentMineralizedSoils: 0.111123"
2026-05-01T15:56:01,sensor_2,9,inch,0.11053,"Status code: 0; addr = 0; vwcRaw: 2078.189941; temp: 28.400000; ec: 32; vwcPercentMineralizedSoils: 0.110530"
2026-05-01T15:56:09,sensor_2,9,inch,0.110856,"Status code: 0; addr = 0; vwcRaw: 2079.030029; temp: 28.400000; ec: 31; vwcPercentMineralizedSoils: 0.110856"
2026-05-01T15:56:16,sensor_2,9,inch,0.110126,"Status code: 0; addr = 0; vwcRaw: 2077.149902; temp: 28.400000; ec: 31; vwcPercentMineralizedSoils: 0.110126"
2026-05-01T15:56:24,sensor_2,9,inch,0.110158,"Status code: 0; addr = 0; vwcRaw: 2077.229980; temp: 28.400000; ec: 31; vwcPercentMineralizedSoils: 0.110158"
2026-05-01T15:56:31,sensor_2,9,inch,0.11072,"Status code: 0; addr = 0; vwcRaw: 2078.679932; temp: 28.400000; ec: 32; vwcPercentMineralizedSoils: 0.110720"
2026-05-01T15:56:39,sensor_2,9,inch,0.110433,"Status code: 0; addr = 0; vwcRaw: 2077.939941; temp: 28.400000; ec: 32; vwcPercentMineralizedSoils: 0.110433"
2026-05-01T15:56:46,sensor_2,9,inch,0.110701,"Status code: 0; addr = 0; vwcRaw: 2078.629883; temp: 28.400000; ec: 32; vwcPercentMineralizedSoils: 0.110701"
2026-05-01T15:56:54,sensor_2,9,inch,0.110801,"Status code: 0; addr = 0; vwcRaw: 2078.889893; temp: 28.400000; ec: 32; vwcPercentMineralizedSoils: 0.110801"
2026-05-01T15:57:01,sensor_2,9,inch,0.110592,"Status code: 0; addr = 0; vwcRaw: 2078.350098; temp: 28.400000; ec: 32; vwcPercentMineralizedSoils: 0.110592"
2026-05-01T15:57:09,sensor_2,9,inch,0.110565,"Status code: 0; addr = 0; vwcRaw: 2078.280029; temp: 28.299999; ec: 32; vwcPercentMineralizedSoils: 0.110565"
2026-05-01T15:57:16,sensor_2,9,inch,0.110704,"Status code: 0; addr = 0; vwcRaw: 2078.639893; temp: 28.299999; ec: 32; vwcPercentMineralizedSoils: 0.110704"
2026-05-01T15:57:24,sensor_2,9,inch,0.110887,"Status code: 0; addr = 0; vwcRaw: 2079.110107; temp: 28.299999; ec: 32; vwcPercentMineralizedSoils: 0.110887"
2026-05-01T15:57:31,sensor_2,9,inch,0.109909,"Status code: 0; addr = 0; vwcRaw: 2076.590088; temp: 28.299999; ec: 32; vwcPercentMineralizedSoils: 0.109909"
2026-05-01T15:57:39,sensor_2,9,inch,0.110902,"Status code: 0; addr = 0; vwcRaw: 2079.149902; temp: 28.299999; ec: 32; vwcPercentMineralizedSoils: 0.110902"
2026-05-01T15:57:46,sensor_2,9,inch,0.110545,"Status code: 0; addr = 0; vwcRaw: 2078.229980; temp: 28.299999; ec: 32; vwcPercentMineralizedSoils: 0.110545"
2026-05-01T15:57:54,sensor_2,9,inch,0.110646,"Status code: 0; addr = 0; vwcRaw: 2078.489990; temp: 28.299999; ec: 32; vwcPercentMineralizedSoils: 0.110646"
2026-05-01T15:58:01,sensor_2,9,inch,0.110743,"Status code: 0; addr = 0; vwcRaw: 2078.739990; temp: 28.299999; ec: 32; vwcPercentMineralizedSoils: 0.110743"
2026-05-01T15:58:09,sensor_2,9,inch,0.110514,"Status code: 0; addr = 0; vwcRaw: 2078.149902; temp: 28.299999; ec: 32; vwcPercentMineralizedSoils: 0.110514"
2026-05-01T15:58:16,sensor_2,9,inch,0.110328,"Status code: 0; addr = 0; vwcRaw: 2077.669922; temp: 28.200001; ec: 32; vwcPercentMineralizedSoils: 0.110328"
2026-05-01T15:58:24,sensor_2,9,inch,0.110732,"Status code: 0; addr = 0; vwcRaw: 2078.709961; temp: 28.200001; ec: 32; vwcPercentMineralizedSoils: 0.110732"
2026-05-01T15:58:31,sensor_2,9,inch,0.110638,"Status code: 0; addr = 0; vwcRaw: 2078.469971; temp: 28.200001; ec: 32; vwcPercentMineralizedSoils: 0.110638"
2026-05-01T15:58:39,sensor_2,9,inch,0.109599,"Status code: 0; addr = 0; vwcRaw: 2075.790039; temp: 28.200001; ec: 32; vwcPercentMineralizedSoils: 0.109599"
2026-05-01T15:58:46,sensor_2,9,inch,0.11013,"Status code: 0; addr = 0; vwcRaw: 2077.159912; temp: 28.200001; ec: 33; vwcPercentMineralizedSoils: 0.110130"
2026-05-01T15:58:54,sensor_2,9,inch,0.110604,"Status code: 0; addr = 0; vwcRaw: 2078.379883; temp: 28.200001; ec: 33; vwcPercentMineralizedSoils: 0.110604"
2026-05-01T15:59:01,sensor_2,9,inch,0.110243,"Status code: 0; addr = 0; vwcRaw: 2077.449951; temp: 28.200001; ec: 32; vwcPercentMineralizedSoils: 0.110243"
2026-05-01T15:59:09,sensor_2,9,inch,0.110926,"Status code: 0; addr = 0; vwcRaw: 2079.209961; temp: 28.200001; ec: 32; vwcPercentMineralizedSoils: 0.110926"
2026-05-01T15:59:16,sensor_2,9,inch,0.110743,"Status code: 0; addr = 0; vwcRaw: 2078.739990; temp: 28.200001; ec: 32; vwcPercentMineralizedSoils: 0.110743"
2026-05-01T15:59:24,sensor_2,9,inch,0.110425,"Status code: 0; addr = 0; vwcRaw: 2077.919922; temp: 28.200001; ec: 32; vwcPercentMineralizedSoils: 0.110425"
2026-05-01T15:59:31,sensor_2,9,inch,0.110607,"Status code: 0; addr = 0; vwcRaw: 2078.389893; temp: 28.100000; ec: 33; vwcPercentMineralizedSoils: 0.110607"
2026-05-01T15:59:39,sensor_2,9,inch,0.117427,"Status code: 0; addr = 0; vwcRaw: 2095.969971; temp: 28.100000; ec: 65; vwcPercentMineralizedSoils: 0.117427"
2026-05-01T15:59:46,sensor_2,9,inch,0.118881,"Status code: 0; addr = 0; vwcRaw: 2099.719971; temp: 28.100000; ec: 65; vwcPercentMineralizedSoils: 0.118881"
2026-05-01T15:59:54,sensor_2,9,inch,0.118606,"Status code: 0; addr = 0; vwcRaw: 2099.010010; temp: 28.100000; ec: 67; vwcPercentMineralizedSoils: 0.118606"
2026-05-01T16:00:01,sensor_2,9,inch,0.118854,"Status code: 0; addr = 0; vwcRaw: 2099.649902; temp: 28.100000; ec: 66; vwcPercentMineralizedSoils: 0.118854"
2026-05-01T16:00:09,sensor_2,9,inch,0.119324,"Status code: 0; addr = 0; vwcRaw: 2100.860107; temp: 28.100000; ec: 66; vwcPercentMineralizedSoils: 0.119324"
2026-05-01T16:00:16,sensor_2,9,inch,0.119137,"Status code: 0; addr = 0; vwcRaw: 2100.379883; temp: 28.100000; ec: 66; vwcPercentMineralizedSoils: 0.119137"
2026-05-01T16:00:24,sensor_2,9,inch,0.119071,"Status code: 0; addr = 0; vwcRaw: 2100.209961; temp: 28.100000; ec: 66; vwcPercentMineralizedSoils: 0.119071"
2026-05-01T16:00:31,sensor_2,9,inch,0.118722,"Status code: 0; addr = 0; vwcRaw: 2099.310059; temp: 28.100000; ec: 66; vwcPercentMineralizedSoils: 0.118722"
2026-05-01T16:00:39,sensor_2,9,inch,0.119188,"Status code: 0; addr = 0; vwcRaw: 2100.510010; temp: 28.000000; ec: 66; vwcPercentMineralizedSoils: 0.119188"
