BOARD SERIAL NUMBER: aa192e3c9eb2ed11840d4daca7669f5d
USB SERIAL PORT: /dev/cu.usbserial-110
timestamp,sensor_name,depth,depth_units,VWC,raw_line
2026-05-01T15:55:32,sensor_1,6,inch,0.101887,"Status code: 0; addr = 0; vwcRaw: 2055.909912; temp: 27.900000; ec: 84; vwcPercentMineralizedSoils: 0.101887"
2026-05-01T15:55:40,sensor_1,6,inch,0.102365,"Status code: 0; addr = 0; vwcRaw: 2057.139893; temp: 27.900000; ec: 85; vwcPercentMineralizedSoils: 0.102365"
2026-05-01T15:55:47,sensor_1,6,inch,0.102337,"Status code: 0; addr = 0; vwcRaw: 2057.070068; temp: 27.900000; ec: 84; vwcPercentMineralizedSoils: 0.102337"
2026-05-01T15:55:55,sensor_1,6,inch,0.102012,"Status code: 0; addr = 0; vwcRaw: 2056.229980; temp: 27.900000; ec: 84; vwcPercentMineralizedSoils: 0.102012"
2026-05-01T15:56:03,sensor_1,6,inch,0.102047,"Status code: 0; addr = 0; vwcRaw: 2056.320068; temp: 27.900000; ec: 84; vwcPercentMineralizedSoils: 0.102047"
2026-05-01T15:56:10,sensor_1,6,inch,0.102256,"Status code: 0; addr = 0; vwcRaw: 2056.860107; temp: 27.900000; ec: 85; vwcPercentMineralizedSoils: 0.102256"
2026-05-01T15:56:18,sensor_1,6,inch,0.101748,"Status code: 0; addr = 0; vwcRaw: 2055.550049; temp: 27.900000; ec: 84; vwcPercentMineralizedSoils: 0.101748"
2026-05-01T15:56:25,sensor_1,6,inch,0.101651,"Status code: 0; addr = 0; vwcRaw: 2055.300049; temp: 27.900000; ec: 84; vwcPercentMineralizedSoils: 0.101651"
2026-05-01T15:56:33,sensor_1,6,inch,0.102597,"Status code: 0; addr = 0; vwcRaw: 2057.739990; temp: 27.900000; ec: 84; vwcPercentMineralizedSoils: 0.102597"
2026-05-01T15:56:40,sensor_1,6,inch,0.102186,"Status code: 0; addr = 0; vwcRaw: 2056.679932; temp: 27.900000; ec: 85; vwcPercentMineralizedSoils: 0.102186"
